"","Participant_ID","session_id","age","major","gender","Openness","Conscientiousness","Extraversion","Agreeableness","Neuroticism","Intrinsic","Mood","NFC","SelfEsteem"
"1840",NA,7487457,19,"pre-business","3",4.5,3.5,1.5,3,5,2.6,3.5,NA,3
"1841",NA,7490825,18,"Psychology","1",7,7,6.5,6.5,1,3.333333333,5.5,3.5,5
"1842",NA,7491064,21,"Biological Anthropology","1",4,4,5,6,2,2.933333333,6,2.333333333,6
"1843",NA,7543755,19,"Sociology","1",5.5,6.5,4.5,4.5,4.5,3.133333333,6,3.833333333,5
"1844",NA,7499685,20,"biology","2",5.5,5.5,3.5,4,4,2.066666667,3.5,2,5
"1845",NA,7581693,19,"political science","2",6,5,4,5,5,3,5.5,3.833333333,4
"1846",NA,7481777,20,"psychology","1",7,7,3,7,1.5,3.533333333,4,2.5,7
"1847",NA,7481901,19,"Pre-Business","1",5.5,5.5,3.5,5,2.5,2.866666667,4.5,3.333333333,5
"1848",NA,7530936,20,"Biology","1",5,5.5,2,5,2,2.866666667,5,3.166666667,5
"1849",NA,7519760,19,"neuroscience","1",5,4,3,6.5,1.5,2.333333333,4.5,2.833333333,4
"1850","1",7380472,19,"APK","1",4.5,7,2,3,4.5,2.333333333,4.5,3.333333333,3
"1851","10",7392375,18,"Nursing","1",6,6.5,3.5,6.5,4,2.866666667,4,2.333333333,5
"1852","100",7556733,18,"APK","2",5.5,6.5,6,3.5,4,2.666666667,6,3.666666667,6
"1853","101",7556732,18,"Exploratory","1",3.5,5,5,5,4.5,2.466666667,6,2.333333333,4
"1854","102",7556806,18,"biochemistry","1",4.5,6,5.5,6.5,2,2.866666667,6,3.666666667,5
"1855","103",7556807,19,"Microbiology","2",5.5,4,3.5,5.5,3,2.866666667,4.5,3.5,6
"1856","104",7556900,18,"pre-public health","2",7,4.5,6.5,4,2,2.733333333,6.5,3.833333333,6
"1857","105",7556898,18,NA,"2",4,5.5,6.5,6,1.5,2.733333333,5,3.166666667,6
"1858","106",7556908,18,"Nursing","1",7,6.5,7,5,3.5,3.8,7,4.333333333,7
"1859","107",7556965,18,"Management","1",4.5,4,5,5,4,3.2,6,3.333333333,5
"1860","108",7567338,18,"Computer Engineering","2",5.5,4.5,7,3.5,2,2.2,6,2.666666667,7
"1861","109",7567478,20,"Undecided","2",5.5,4.5,4,5,3.5,2.733333333,5,3.166666667,5
"1862","11",7392377,18,"Behavioral and cognitive neuroscience","1",4.5,5.5,4,5.5,4,2.933333333,6,3.833333333,5
"1863","110",7567485,19,"Health Science","1",6.5,7,3.5,7,2,3.4,6,4.5,6
"1864","111",7567587,20,"Health and Human Performance","2",5,6.5,4.5,6,2,3,4.5,2.833333333,4
"1865","112",7567754,19,"applied physiology and kinesiology","2",5,4.5,3,3.5,3,2.733333333,6,3.166666667,5
"1866","113",7567815,18,"Electrical/Computer Engineering","1",6.5,5.5,5.5,4,1.5,3.133333333,5,4.666666667,5
"1867","114",7572704,20,"Human health and behavior","1",7,6.5,6,6.5,3.5,3.466666667,7,3.666666667,6
"1868","115",7572749,19,"Anthropology/Health Science","1",6,5,6,3.5,5.5,3.066666667,5,3.5,6
"1869","116",7572860,18,"Exploratory Humanities","1",5.5,6,3,5.5,2,2.8,5.5,3.666666667,5
"1870","117",7572926,19,"Chemistry","2",4.5,5,5.5,5,3.5,2.8,7,3.666666667,5
"1871","118",7573002,22,"Family, Youth, and Community Sciences","2",6,5,5,3.5,2.5,3.6,4,3.666666667,6
"1872","119",7603245,20,"Sport Management","2",4,6.5,3.5,2.5,3,2.6,6,3.166666667,6
"1873","12",7392517,18,"Communication Sciences and Disorders","1",5.5,7,4,3.5,4,2.2,6,3.166666667,4
"1874","120",7603261,19,"Wildlife conservation and management","1",4,6.5,6.5,4,2,3.466666667,6,3,7
"1875","122",7603664,18,"Political Science","1",5.5,6,4,5,2.5,2.4,4,2.666666667,5
"1876","123",7603746,18,"Advertising","2",7,5.5,6.5,5,2.5,2.733333333,5.5,3.333333333,7
"1877","124",7603926,18,"Biology","2",6,6,4.5,5,3,3.4,5,3.5,5
"1878","125",7603965,21,"Tourism, Recreation, and Event Management","2",4,6.5,4,2,3.5,2.933333333,1.5,3.5,3
"1879","126",7604098,18,"Health Science","1",5,6.5,2,3.5,6.5,2.6,5.5,3.666666667,2
"1880","127",7604153,18,"Business Administration","2",6.5,5.5,4.5,6,3.5,3,5.5,3.833333333,6
"1881","128",7604176,19,"Chemistry","2",6.5,6.5,6,6,2,3.133333333,5,4,6
"1882","129",7612627,18,"Biology","1",5.5,6,4.5,6,2,2.733333333,6,2.5,5
"1883","130",7612669,19,"Biology","2",4.5,2.5,4,3.5,3.5,2.666666667,4,3.333333333,3
"1884","131",7612707,20,"biology","2",3.5,5,5,3.5,2.5,3,5,3.333333333,6
"1885","132",7612798,18,"Exploratory","1",7,6.5,4,6.5,2.5,2.733333333,5,3.166666667,5
"1886","133",7612849,18,"finance","1",6,6,6,6,2,2.733333333,6,3,5
"1887","134",7612909,18,"psychology","2",5.5,4,3,4.5,2,2.533333333,6,NA,5
"1888","135",7612916,19,"Nursing","1",4.5,3.5,6.5,5,2,2.733333333,6,2.833333333,3
"1889","136",7630889,20,"Microbiology and Cell Science","2",4,4,4.5,4.5,3,3.133333333,5.5,3.166666667,6
"1890","137",7631103,18,"Biomedical Engineering","2",6.5,4,7,6.5,1,3.466666667,4,4.333333333,7
"1891","14",7397194,18,"Electrical Engineering","1",4,5,2,4.5,4,3.133333333,4,3.5,2
"1892","15",7397324,18,"Chemistry","1",4,6.5,7,4.5,2.5,3.4,7,3.166666667,6
"1893","16",7397325,18,"Health Sciences","1",2.5,5.5,2.5,4,5.5,1.866666667,5.5,2.166666667,5
"1894","17",7397396,18,"pre professional health sciences","1",5,5,5.5,4,4,2.466666667,5,3.333333333,6
"1895","18",7397397,18,"Sports Management","1",6.5,7,7,5.5,4,3.133333333,6,3.666666667,6
"1896","19",7397559,18,"Psychology","1",5.5,5,3,4.5,6,3.2,6,3.166666667,5
"1897","2",7380473,18,"Psychology","2",2.5,5,2,2.5,5.5,3.133333333,6,3.833333333,2
"1898","20",7397557,18,"Applied Physiology and Kinesiology","1",6,7,7,4.5,2,3.066666667,6,3,6
"1899","21",7397693,18,"public relations","1",6,7,6.5,5.5,2,2.866666667,6.5,2.5,6
"1900","22",7397688,18,"Applied Physiology and Kinesiology","2",5.5,6.5,6,6,1,2.866666667,5,3.333333333,5
"1901","23",7407086,18,"Health Science","2",6,5,1.5,3,2.5,2.733333333,6,3,3
"1902","24",7407084,19,"Preprofessional","1",5,6.5,6,4.5,5,2.266666667,7,2.666666667,5
"1903","25",7407270,18,"Psychology","1",7,7,2.5,5.5,3.5,2.933333333,2.5,3,5
"1904","26",7407328,18,"Biochemistry","2",5.5,6.5,3,7,3,3.333333333,6,2.666666667,5
"1905","27",7407327,18,"Nutritional Sciences","1",5,7,4,5,3,3.066666667,6,3.166666667,5
"1906","28",7407447,19,"Biology","2",4,6.5,2,2,1.5,3.533333333,6,3.333333333,6
"1907","29",7407534,18,"Biology","1",2.5,4,2,5.5,5,1.933333333,4,2.166666667,4
"1908","3",7380623,19,"aerospace engineering","2",6.5,5.5,6.5,6,1,3.133333333,6,3.666666667,6
"1909","30",7407701,18,"Health Science","1",6,5,5,4,5,2.6,6,2.333333333,3
"1910","31",7407692,21,"APK","1",5.5,6,2.5,4,5,2.666666667,4.5,3.5,6
"1911","32",7407780,19,"Visual Art Studies and Premed","1",6.5,6,4.5,4.5,4,3.066666667,3.5,3.166666667,3
"1912","33",7413283,18,"Advertising","1",4.5,5.5,3.5,3,3,2.4,5.5,2.166666667,5
"1913","34",7413284,18,"Health Sciences","1",4.5,7,5.5,3.5,4,3.4,6,3.5,6
"1914","35",7413330,20,"Chemistry","2",5,6,5.5,5,2,3.2,6,3.833333333,6
"1915","36",7413331,18,"Biology","1",6.5,7,4.5,5,2,3.466666667,7,4.166666667,6
"1916","37",7413429,20,"Biology/Anthropology","1",4.5,7,6,4.5,1.5,3.2,4.5,2.5,7
"1917","38",7413428,21,"microbiology and cell science","1",4.5,4,2,6,1.5,3.333333333,3,3.166666667,7
"1918","39",7413575,18,"Education","1",4,4,4,4,4,3.6,5,2.833333333,3
"1919","4",7380624,18,"Nursing","1",4.5,6.5,4,6,3,3,5,2.333333333,5
"1920","42",7428367,18,"Health Sciences Pre-law","1",3,6,6,4,4,2.533333333,6,2.333333333,3
"1921","43",7428424,19,"Health Science","2",4,7,2,4.5,2,2.4,6.5,3.166666667,6
"1922","44",7428430,18,"nursing","1",5.5,5,2.5,4,3,2.4,6,3.166666667,2
"1923","45",7428512,18,"nursing","1",4.5,6,2.5,7,4.5,2.6,5,2.666666667,6
"1924","46",7428513,19,"Nursing","1",4,6,2.5,6.5,4.5,2.4,6,3.5,2
"1925","47",7428617,18,"Psychology Premed","1",5.5,5.5,5.5,4.5,3,2.6,4,3.166666667,2
"1926","48",7428713,19,"Telecommunications","1",5.5,5,4.5,4,4,2.933333333,6,3.333333333,5
"1927","49",7428714,18,"Psychology","1",6.5,6.5,4,6,3,3.066666667,3,3.5,5
"1928","5",7380763,19,"Nursing","1",5,6,3.5,4,3,2.6,5,3,5
"1929","50",7437677,18,NA,"1",4.5,4.5,4.5,4.5,4.5,2.266666667,4.5,3.666666667,3
"1930","51",7437678,18,"Sport Management","2",6,6,4,6.5,4,2.466666667,6,2.833333333,5
"1931","52",7437796,18,"Athletic Training","1",6.5,7,6,6.5,2.5,3.066666667,5.5,2.333333333,5
"1932","53",7437797,18,"Applied Physiology and Kinesiology","1",3.5,7,3.5,5.5,2,2.733333333,6,2.666666667,6
"1933","54",7437937,19,"Event Management","1",6.5,4.5,7,4,3.5,3.333333333,6.5,2.833333333,5
"1934","55",7438163,18,"Psychology","1",6,7,4,6.5,1.5,3.2,3,3.333333333,4
"1935","56",7444370,18,"Health Science","1",3.5,5.5,5.5,4,3,2.2,6,2.166666667,6
"1936","57",7444389,19,"Nutrition","1",5,6,2,2,4,2.466666667,4,3,3
"1937","58",7444388,18,"Nursing","1",5,5,3.5,4.5,4,2.266666667,6,3.333333333,5
"1938","59",7444367,18,"Health Science","1",5.5,6.5,4,6,4,2.733333333,6,2.833333333,3
"1939","6",7392224,18,"Undecided","2",5.5,2,5.5,5,4,2.2,6,2.666666667,5
"1940","60",7444492,19,"Parks, Recreation and Tourism","1",5,3,3.5,6,2.5,2.866666667,4,2.5,4
"1941","61",7444527,20,"Food Science & Human Nutrition","1",5.5,4.5,4,6.5,4,2.266666667,6,2.166666667,2
"1942","62",7444528,18,"Psychology","1",5.5,7,6,6.5,2,2.733333333,6,2.833333333,6
"1943","63",7459911,18,"Biology and History","2",5.5,6.5,2,4.5,1.5,3,6,4,7
"1944","64",7459912,18,"Applied Physiology and Kinesiology","1",5.5,5.5,5,6,2,2.533333333,6,2.333333333,6
"1945","65",7460029,18,"Electrical Engineering","1",6,5,3.5,4.5,3.5,3,6,3.666666667,5
"1946","66",7460027,18,"Health Science","1",5.5,5,4.5,5.5,4,2.866666667,6,2.833333333,6
"1947","69",7460355,20,"Psychology and Criminology","1",5.5,6,4,5,4,2.733333333,4,3.833333333,2
"1948","7",7392222,18,"Computer/Electrical Engineering","1",7,7,6,6,3.5,2.466666667,5,3.333333333,6
"1949","70",7474665,18,"Communication Sciences & Disorders","1",4.5,7,6.5,6,2,2.933333333,5.5,3,6
"1950","71",7474710,19,"sports management","2",4,3,5.5,5,4.5,2.266666667,4,2.833333333,5
"1951","72",7474770,20,"biochemistry","1",6,6,4.5,5.5,3,2.6,6,2.833333333,5
"1952","73",7474829,19,"nursing","1",6,6,6,5,2.5,2.533333333,6,3,5
"1953","74",7474852,18,"Health Science, pre-physical therapy","1",5.5,6,4,5,2.5,2.8,4,3.666666667,5
"1954","75",7483561,19,"Microbiology","1",5,3.5,6,3,3,2.733333333,5,3,6
"1955","76",7483556,18,"Psychology","2",5.5,4.5,4.5,4.5,4,2.533333333,3,3.666666667,5
"1956","77",7483691,18,"Biology and Health Science","1",7,7,6,5,1.5,3.6,7,2.833333333,5
"1957","78",7483769,18,"pre-nursing","1",4,6,4,4.5,2,2.866666667,6,3.5,5
"1958","79",7483860,26,"Family, Youth and Community Science","1",5,7,7,4,5,3.133333333,7,4,7
"1959","80",7483914,18,"Psychology","1",4.5,5,5.5,4.5,2.5,2.866666667,3,3.333333333,6
"1960","81",7490394,18,"Civil Engineering","1",6.5,5.5,7,5.5,2.5,3.066666667,6,3,6
"1961","82",7501745,20,"Event Management","1",5,5.5,5.5,5,5.5,2.266666667,3,2.5,5
"1962","83",7501957,21,"Computer Science","2",6.5,7,6.5,6.5,1,3.333333333,6,4,7
"1963","84",7502045,18,"Biology","2",3,6,1.5,2.5,5,2.266666667,4,2.666666667,3
"1964","85",7502085,19,"Health Science","1",6,7,3.5,4,2,3.466666667,4.5,3.166666667,6
"1965","86",7522048,18,"Sociology","1",5,5,3.5,4,4,2.933333333,5,3.666666667,4
"1966","87",7522474,18,"General Health Sciences","1",5,7,7,4,2,2.666666667,5,2.5,6
"1967","88",7522760,18,"Exploratory","1",5.5,6.5,3,6.5,3,2.866666667,3.5,3,5
"1968","89",7530073,19,"Sport Management","1",6,6,5,4.5,3.5,3.133333333,5,3.833333333,4
"1969","90",7530161,18,"Biology","1",4.5,5,5,4.5,3,2.333333333,6,2.833333333,5
"1970","91",7530315,18,"Biochemistry","1",5.5,4.5,1.5,2.5,4.5,3.333333333,5.5,3,2
"1971","92",7538645,19,"Event Management","1",4.5,5,5.5,6.5,5.5,2.866666667,5.5,2.666666667,6
"1972","93",7538695,18,"Math","2",3.5,4.5,2,5.5,4,2.333333333,3.5,2.666666667,3
"1973","94",7538696,19,"Applied Physiology and Kinesiology","1",4,4,5.5,6.5,4,2.466666667,7,2.666666667,5
"1974","95",7538827,19,"biology","2",6,7,4,5,3.5,2.933333333,6,3.166666667,3
"1975","96",7543257,18,"APK","1",6.5,6.5,4.5,5,2,2.933333333,5.5,3.833333333,5
"1976","97",7543412,19,"Family Youth and Community Sciences","1",6,6,7,6.5,2.5,2.8,6,3.333333333,6
"1977","98",7543524,19,NA,"1",5,2,4,7,6.5,2.333333333,5.5,2.666666667,2
"1978","99",7543673,24,"Computer Science","2",4,3,1.5,2.5,5,2.8,4,3,3
"1979",NA,7428303,18,"Event Management","1",4.5,6.5,6,6,3.5,2.8,4.5,2.166666667,2
"1980",NA,7392345,19,"microbiology and cell science","1",4.5,6,3,6,1.5,2.8,6,3,6
"1981",NA,7460162,19,"Hospitality and Tourism Managemnet","1",4,5,3.5,4.5,4,2.933333333,4,2.666666667,6
"1982",NA,7428304,19,"Mathematics","2",6.5,4,3.5,6.5,1,3.533333333,5,3.666666667,7
"1983",NA,7392354,18,"Health Science - Preprofessional","1",4.5,5.5,2.5,4,3.5,2.466666667,6,2.833333333,3
"1984",NA,7397229,18,"Health science","2",5,6.5,4,3.5,2.5,2.733333333,4,3.333333333,6
"1985",NA,7460128,18,"Psychology","1",5,5.5,4,5.5,4.5,2.8,6,2.333333333,5
"1986","1",7385064,20,"Social Work","1",6,7,3.5,6.5,3,3.533333333,6,3.833333333,5
"1987","10",7410598,20,"Psychology","1",7,4.5,2.5,5,6,3.466666667,3,3.666666667,2
"1988","11",7410738,20,"dual degree education and sports coaching minor in child and family studies","1",6.5,5,4,4,2.5,3.533333333,6,3.666666667,7
"1989","13",7415199,34,"Social Work","1",4,7,1,6.5,1.5,2.2,5,2.333333333,5
"1990","14",7415198,39,"Social Work","1",6.5,6,3.5,5,1,3.733333333,7,3.833333333,7
"1991","15",7415311,21,"Psychology","2",4.5,7,6,6,2.5,3.133333333,6,3.5,6
"1992","16",7420478,20,"History","2",5.5,4,6,4,4.5,2.866666667,5.5,3,6
"1993","17",7423399,19,"Polymer Science and Engineering","1",7,5.5,6.5,6,2.5,3.266666667,5.5,3.666666667,6
"1994","18",7426120,18,"exercise science","1",6.5,6.5,6,6,4.5,2.933333333,5,3.166666667,5
"1995","19",7428394,18,"Undeclared","2",6,7,5.5,4.5,1,3.533333333,7,4.333333333,6
"1996","2",7385139,18,"Psychology","1",4.5,5.5,3,4.5,2,2.4,4.5,3,5
"1997","21",7435392,19,"Communications","2",5.5,3.5,3,5,3.5,3,5,2.833333333,5
"1998","22",7438244,24,"psychology","1",5.5,7,3.5,7,1.5,3.133333333,5.5,2.666666667,6
"1999","23",7447121,22,"IDS","1",4.5,5.5,5,4.5,4.5,2.533333333,5.5,3,3
"2000","24",7452090,18,"Social Work","1",3.5,4,3.5,4.5,4.5,2.333333333,4,2.666666667,2
"2001","25",7454951,21,"Psychology","1",5.5,7,2,4.5,5,3,4,3.833333333,4
"2002","26",7457947,21,"exercise science","1",7,7,7,3,2.5,3.2,7,2.833333333,5
"2003","27",7460233,20,"Nursing","2",5.5,4,7,5,4.5,3.266666667,5.5,4,6
"2004","28",7462678,20,"criminal justice","1",6,4.5,4,3.5,5,3.533333333,5,3.833333333,6
"2005","29",7472645,21,"Early Childhood Education","1",5,7,2.5,5,3,2.466666667,4,3.5,6
"2006","30",7472643,19,"Undecided","1",6.5,6,5.5,6.5,6,2.866666667,7,3,6
"2007","32",7474853,23,"psychology","1",3.5,5.5,5,3,5,3.266666667,6,2.5,5
"2008","33",7474858,23,"Psychology","1",4.5,4,2.5,4.5,4,2.266666667,4,2.666666667,4
"2009","34",7481513,19,"Child Development","1",6,5,4,6,2,2.8,7,3.333333333,5
"2010","35",7481621,20,"Anthropology","1",5,5.5,4.5,5,4,2.666666667,6,3,3
"2011","36",7483702,22,"Biology","1",5,5,1,6,5,2.4,2,3.5,3
"2012","37",7483700,22,"Biological Sciences","1",4.5,5,6,3.5,6,2.8,5.5,3,2
"2013","39",7483940,22,"Speech Pathology","1",5,7,4.5,6,3.5,3.533333333,6,3.5,6
"2014","4",7395265,18,"Biology","1",4.5,4,4.5,3,2,1.866666667,5,1.666666667,6
"2015","40",7483911,20,"Elementary Education","1",2.5,7,1.5,5,4,2.8,6,2.666666667,6
"2016","41",7528016,19,"Biological Sciences","1",6,4.5,4.5,3,4,3.066666667,6,3.333333333,3
"2017","42",7536397,19,"Nursing","1",5,5,5,5,4,2.666666667,4,2.833333333,NA
"2018","44",7545083,23,"psychology","1",5.5,7,2.5,6,2,2.066666667,6,2.333333333,6
"2019","45",7545080,19,"Broadcast Journalism","1",5.5,6.5,3,6,1.5,3,6,3.166666667,7
"2020","46",7545150,32,"ids","1",6.5,6.5,7,6.5,1.5,2.933333333,6,3,1
"2021","47",7558593,19,"Computer Engineering","2",6,7,5,4,3,3.2,6,2.666666667,7
"2022","48",7558666,18,"biology","1",3.5,5.5,2.5,6,3,2.333333333,4,2.333333333,2
"2023","49",7558732,20,"accounting","1",5,4.5,4,4.5,4.5,2.6,4,3,7
"2024","5",7397408,20,"social work","1",4,6,5.5,5.5,4,2.8,3,2.666666667,5
"2025","50",7559047,20,"Nursing","2",5.5,7,4,4,4,3.933333333,7,4.333333333,1
"2026","52",7563613,18,"psychology","1",6.5,7,4,5.5,1.5,3.066666667,5.5,3.166666667,6
"2027","53",7567423,22,"Psychology","2",5.5,5,7,6,2.5,3.8,6,4,6
"2028","54",7567425,21,"sports management","3",5,4.5,7,4,4.5,3.266666667,4.5,3,7
"2029","55",7567526,22,"Special Education","2",6.5,3.5,2.5,4.5,6,2.733333333,4,3.166666667,5
"2030","56",7567638,20,"Speech Pathology","1",6,4,5,5.5,3,2.733333333,4,4,5
"2031","57",7567874,21,"Psychology","1",5,7,5.5,1,4,3.133333333,5,3.833333333,6
"2032","58",7571036,18,"Psychology.","1",7,7,4,3.5,4,3.4,6,4.166666667,6
"2033","59",7571093,41,"Psychology","2",6,7,5,6.5,5.5,3,1,2.833333333,7
"2034","6",7399450,20,"Education of the Deaf","1",6.5,6.5,3.5,6,2,2.533333333,6,3.333333333,6
"2035","60",7571172,19,"Nursing","2",5,6,4,4,3.5,2.6,6,3.666666667,5
"2036","61",7574398,22,"social work","1",5,7,3.5,4.5,1,3.2,7,3.666666667,7
"2037","62",7574523,19,"nursing","1",6,6.5,5,6.5,4.5,2.466666667,6.5,1.666666667,5
"2038","63",7574589,19,"nursing","1",6.5,6.5,4.5,5,3,3.2,6,3.5,6
"2039","64",7574585,20,"psy","1",3.5,4,4.5,4,4.5,3,4.5,2.833333333,4
"2040","65",7574639,21,"Recording Industry Production","1",6,5,6,4.5,4.5,3,6,2.666666667,5
"2041","66",7574820,19,"Speech pathology and audiology","1",5.5,3.5,7,5.5,4,2.733333333,2.5,2.333333333,4
"2042","67",7574821,19,"advertising","1",7,6.5,5.5,4,1,3.133333333,7,4,6
"2043","68",7574878,20,"Broadcast Journalism","2",6,7,4,7,1.5,3,6,2.666666667,6
"2044","69",7597063,21,"psychology","1",6,4.5,5,6.5,6.5,2.733333333,6,3,6
"2045","7",7399538,21,"psychology","2",5.5,5.5,4,4,3,2.866666667,5.5,3,2
"2046","70",7597202,22,"psychology","1",7,6,5.5,5.5,4.5,3.533333333,7,4.666666667,7
"2047","71",7597424,19,"Business Administration Management","2",5,5,7,5,4,3,6,2.5,7
"2048","72",7597567,25,"psychology","1",5.5,4,4,6.5,2,2.8,4,3.833333333,4
"2049","73",7597810,19,"Nursing","1",3.5,5.5,5,6,3,2.6,5.5,3.5,2
"2050","74",7597912,20,"nursing","1",4,5,5,4.5,2.5,2.333333333,3,2.833333333,5
"2051","75",7598931,20,"Pre-Nursing","1",6,5,3,3,4.5,2.533333333,3.5,3.5,6
"2052","76",7609168,19,"Biology","1",4.5,6,3.5,3.5,6,2.333333333,4,2.166666667,3
"2053","79",7609392,18,"undeclared","1",4,3.5,4,5.5,2.5,2.733333333,6,2.333333333,6
"2054","8",7407806,19,"Marketing","1",3.5,6.5,3,4.5,5,2.466666667,5.5,3,5
"2055","80",7609415,20,"Psychology","1",7,7,7,7,4,3.666666667,6,4.333333333,3
"2056","81",7609482,20,"Marketing","2",4.5,5,5,4.5,2,2.466666667,4,2.5,5
"2057","82",7609509,22,"speech pathology","1",4.5,4.5,6,5,4,2.266666667,4,2.833333333,6
"2058","83",7609574,20,"Marine Biology","1",6,4.5,6.5,4.5,4,2.6,4.5,2.5,6
"2059","84",7609571,18,"Elementary Education","1",6.5,7,6,5.5,2,3.2,5,3.5,1
"2060","85",7609592,18,"Forensic Science","1",5.5,4.5,4,4,6.5,2.533333333,6,2.666666667,2
"2061","86",7609675,19,"Nursing","2",4.5,4.5,6.5,4.5,3.5,2.866666667,6,3.166666667,6
"2062","87",7611771,22,"psychology","1",6,5,2.5,6.5,2.5,3.6,6,3.333333333,5
"2063","88",7612100,20,"Psychology","1",7,6,5,4.5,1,2.933333333,4.5,3,6
"2064","89",7611991,23,"Psychology","1",4,6.5,3,5.5,1.5,2.933333333,6,3.333333333,7
"2065","9",7410599,18,"Elementary Education","1",6.5,4.5,4.5,3.5,5,2.933333333,7,2.833333333,5
"2066","90",7612315,23,"Nursing","1",3.5,6.5,4,5.5,3.5,2.733333333,2,3.333333333,5
"2067","91",7612318,23,"Psycology","1",4,4,4,4,4,2.6,3.5,3,6
"2068",NA,7428396,18,NA,"2",5,5,3,5,5.5,2.8,3.5,3.5,3
"2069",NA,7395197,19,"mass communications","2",7,7,5,5.5,1,3.6,7,4.166666667,7
"2070",NA,7413267,21,"Speech Pathology","1",6,7,5.5,5.5,2.5,2.6,3,3.5,6
"2071",NA,7609245,20,"Biology","1",5,6,5.5,3.5,3.5,2,3,2.333333333,5
"2072",NA,7559049,20,"Communications(BS)","2",5.5,3,6.5,5,4,2.933333333,6.5,3.5,3
"2073",NA,7609241,20,"kinesiotherapy","1",4.5,6,3,4.5,3.5,2.866666667,3.5,2.833333333,3
"2074",NA,7483773,20,"pre-nursing","1",5.5,4,1.5,4.5,5.5,3.133333333,6,2.5,3
"2075","10",7438101,18,"Life Sciences","1",4.5,6.5,2,6.5,3.5,3.333333333,5,3,3
"2076","11",7438372,21,"Computer Science Specialist","2",6,7,3,5,4,2.333333333,4,2.5,5
"2077","12",7438377,17,"Life Sciences","1",4,2.5,4,3.5,5.5,2.133333333,4,2,4
"2078","13",7440552,18,"PUBLIC ACCOUNTING","1",4.5,3,5.5,4.5,3,2.2,4,3.333333333,5
"2079","14",7440600,21,"Computer Science","1",3.5,4.5,2,5.5,5,3,3,3.833333333,2
"2080","15",7440825,18,"Life Science first year","2",6,6.5,6,4.5,1,3.6,4.5,3.833333333,6
"2081","16",7440827,21,"biology","2",5.5,5,5,3.5,5.5,3,6,3.5,4
"2082","17",7441049,18,"Human Biology","1",6,6.5,3.5,6,3.5,3.4,4,3.5,5
"2083","18",7441050,20,"Computer Science","2",4,5.5,3.5,2.5,3,2.8,5.5,3.333333333,6
"2084","19",7441326,18,"Psychology","1",5,6,2,6,5,2.4,4,3.333333333,2
"2085","23",7451250,17,"Undecided","1",5,5.5,3,6,5,2.2,6,2.333333333,3
"2086","25",7451397,18,"Life Science","1",5.5,5,4.5,5,4,2.8,5,2.333333333,5
"2087","26",7451394,20,"Statistics and Physics","1",4.5,6.5,2,5.5,4.5,2.333333333,4.5,2.5,2
"2088","27",7454047,21,"Ecology and Evolutionary Biology, and Biological Anthropology","1",5.5,6.5,3,6.5,6,3.2,5,3.666666667,3
"2089","28",7454233,19,"Mathmetics","2",3.5,1.5,4.5,5,4,1.866666667,2.5,2.166666667,5
"2090","2886",7443469,18,"Computer Science","2",4.5,4.5,2,6.5,1.5,2.533333333,5,2.666666667,5
"2091","29",7454365,18,"Computer Science","2",4,3,1.5,4.5,5.5,2.466666667,3,2.666666667,2
"2092","30",7454527,19,"Immunology and Human Biology","1",4.5,6,4,4.5,5,2.8,6,3,5
"2093","31",7454526,18,"Biology","1",4,7,3.5,6.5,4,2.733333333,5.5,3,5
"2094","32",7454683,20,NA,"2",4.5,4,3,3,4,2.4,4.5,3.166666667,4
"2095","33",7454697,19,"Neuroscience Specialist","1",6.5,6,3,3.5,4,3.133333333,5,3.333333333,5
"2096","34",7454948,20,"Biochemistry and molecular genetics and microbiology","1",5.5,7,6.5,3.5,4,3.333333333,6,3.333333333,6
"2097","36",7455171,18,"Architecture","1",7,4,4,3.5,6.5,2.466666667,5.5,3.333333333,2
"2098","37",7455179,19,"chemistry","1",5,3.5,2.5,4,5.5,2.466666667,4,2.5,3
"2099","39",7460336,19,"hummanities","1",3.5,5,3.5,6,4.5,2.333333333,4,2.833333333,4
"2100","41",7466362,21,"Accounting","1",4,3,5.5,5,3.5,2.933333333,5.5,4,4
"2101","42",7466357,18,"mathematics and economics","1",6,4.5,5,3.5,3.5,2.466666667,6,3,6
"2102","46",7558634,19,"Actuarial Science","Alien",6,2.5,2,2.5,6.5,2.466666667,1,2.5,4
"2103","47",7570282,19,"Neuroscience","1",3.5,6,2,3,5.5,2.533333333,5.5,2.833333333,5
"2104","49",7570679,18,"poli sci","2",4,4,4.5,4.5,3,NA,4,NA,4
"2105","50",7570952,20,"Neuroscience","1",4.5,3.5,3,4,4,3,3,2.5,3
"2106","51",7578497,21,"Molecular genetics and Microbiology","2",4.5,4,4,5.5,2,2.6,5,3.5,6
"2107","52",7578483,18,"English","1",5.5,5,6.5,5.5,4,2.8,5,2.833333333,3
"2108","54",7580851,19,NA,"2",5.5,4,4.5,4,5,2.666666667,4,3.5,6
"2109","57",7581247,18,"Life Science","1",4.5,5,4,5,3,3.333333333,5.5,4,6
"2110","58",7581250,18,"Pharmacology Specialist Program","1",5.5,4,2.5,4.5,5.5,2.133333333,5,2.333333333,2
"2111","59",7581401,20,"Rotman Commerce","1",5.5,4,1.5,4.5,5,3.066666667,6,3.333333333,6
"2112","60",7581402,18,"Life sciences","2",4,6.5,4,2.5,3.5,2.466666667,4,4,3
