"","Participant_ID","session_id","age","major","gender","Openness","Conscientiousness","Extraversion","Agreeableness","Neuroticism","Intrinsic","Mood","NFC","SelfEsteem"
"1","12",7385046,19,"Exercise Science","1",4,6.5,5,5,4,2.666666667,5,2.5,4
"2","13",7385155,18,"exercise science","1",1.5,7,2,2.5,7,2.533333333,7,2.333333333,1
"3","14",7391990,18,"Nursing","1",6.5,7,6,4.5,3,3.133333333,6.5,3.666666667,7
"4","15",7392153,18,"nursing","1",5.5,5,7,5.5,4,2.2,5.5,2.5,2
"5","16",7392233,18,"Psychology","1",5.5,6.5,4,5,3,2.666666667,6,3.5,5
"6","17",7392698,24,"Chemistry","2",4.5,4,4.5,2.5,2,2.666666667,5,3,5
"7","19",7392875,18,"Pre-med","1",3,6,3,3,5,2.866666667,2,4.333333333,2
"8","20",7397218,19,"nursing","2",4.5,5,3,4,3.5,2.266666667,4,2.666666667,5
"9","21",7397377,20,"Nursing","1",5.5,5,5.5,4.5,3,2.6,6,2.833333333,4
"10","22",7397497,18,"Early Childhood Education","1",5,6,7,5.5,4,2.933333333,3,3,5
"11","23",7399330,19,"Intervention Specialist K-12","1",5.5,5.5,5,6,2.5,2.466666667,6,3,4
"12","24",7399569,18,"Nursing","1",5.5,6.5,3.5,6.5,1,2.2,7,2,5
"13","27",7407138,20,"Biolgy","1",5,6.5,6.5,4.5,5,2.533333333,5.5,2.833333333,5
"14","28",7407324,21,NA,"1",5,6,4.5,4,4.5,2.333333333,6,3,5
"15","29",7407467,18,"Psychology","1",6,7,3.5,5,2.5,2.8,4,2.666666667,5
"16","30",7408019,18,"Integrated Social Studies","2",6,6.5,4.5,5.5,1.5,2.466666667,6,2.666666667,6
"17","33",7413094,18,"Athletic Training","1",6.5,6,4.5,6,4,3.4,6,3.833333333,6
"18","34",7413208,19,"Psychology","1",4.5,6.5,4.5,5,4.5,2.6,6,3,4
"19","35",7413320,18,"Athletic Training","1",5,6,3,5.5,5.5,2.733333333,5.5,3.333333333,5
"20","36",7415180,18,"Nursing","1",4.5,6,5,4,4.5,2.533333333,5.5,2.5,6
"21","37",7415265,18,"Integrated Mathematics Education","1",6,4.5,2.5,5,6.5,3.533333333,6,3,3
"22","38",7415371,18,"nursing","1",5,6.5,3,5.5,5.5,2.266666667,4.5,1.833333333,1
"23","40",7420112,18,"Education- Middle Grades","1",6.5,4.5,5.5,4.5,3.5,2.733333333,5.5,2.666666667,5
"24","41",7420211,18,"sports management","2",4.5,6.5,3.5,4.5,5.5,2.8,1,3,5
"25","42",7422970,18,"Psychology and Religion","1",6,5.5,4.5,5,5.5,3.066666667,4,3.333333333,3
"26","43",7423114,20,"exercise science","1",4,4.5,5,4,4,2.666666667,3.5,3,6
"27","44",7423644,18,"nursing","1",6.5,6,5.5,5,3,2.666666667,4,3,3
"28","45",7423839,18,"Psychology","1",6.5,6,4,4,3,2.333333333,3,2.166666667,1
"29","46",7423937,19,"Exercise Science","1",6,6.5,6.5,6,4.5,3,4,3.666666667,6
"30","47",7424023,18,"Dietetics","1",7,6.5,4.5,3.5,4,2.733333333,4.5,3.5,5
"31","48",7428326,18,"Exercise Science","1",5,6.5,4.5,6,2,2.266666667,7,3.333333333,5
"32","49",7428391,18,"Undecided","2",5,6.5,6.5,5,3,2.866666667,4,2.833333333,5
"33","50",7428509,20,"Environmental Science, Geology","1",6,6,2.5,5.5,2.5,2.6,5.5,3.5,5
"34","51",7437628,18,"nursing","1",5.5,6,2.5,6.5,1.5,3.066666667,6,3.5,7
"35","52",7437746,18,"Psychology","2",6.5,6.5,7,4.5,1,3.666666667,6,4.166666667,7
"36","53",7437914,18,"Nursing","1",6,5,5,3.5,2.5,2.933333333,6,4.166666667,6
"37","54",7476385,18,"Social Work","1",6,7,3.5,4,3.5,3.066666667,5,3.833333333,3
"38","55",7476448,19,"Exercise Science","2",5.5,7,5.5,4,4.5,2.866666667,5,2.666666667,6
"39","56",7476582,18,"Education","1",4,6.5,3.5,5,5.5,2.8,5.5,3,5
"40","57",7480987,19,"undecided","2",6,7,3.5,5.5,2.5,2.133333333,5,2.833333333,5
"41","60",7481180,21,"Finance","2",4.5,5.5,6.5,4,2,3.133333333,6,4,6
"42","61",7483576,18,"psychology","1",4,3.5,4,3,4,2.866666667,5.5,2.666666667,5
"43","62",7490083,19,"Criminal Justice","2",4,4.5,4,5,2,2.4,7,2.5,1
"44","63",7490187,18,"Social Work and Psychology","1",5.5,6,2,6.5,2,2.933333333,4,3.5,6
"45","64",7490630,18,"Athletic Training","1",5.5,4.5,4,4,6.5,2.933333333,2.5,2.333333333,1
"46","65",7490764,19,"Psychology","1",7,4,3,6.5,6.5,3.066666667,3.5,3,1
"47","66",7490892,18,"Toxicology","1",3,5.5,4,3,5.5,2.533333333,5.5,2.5,3
"48","67",7492474,18,"Nursing","1",6,7,6,5.5,1.5,3.2,5.5,3.666666667,6
"49","68",7492594,20,"English","1",5.5,6,5.5,5,4.5,2.466666667,6,3.5,4
"50","7",7381253,19,"Forensic Biology","2",2.5,6.5,1.5,4,2.5,2.466666667,5,3.166666667,6
"51","70",7507419,19,"Marketing","1",5.5,6,7,6.5,2,2.4,5.5,2.833333333,5
"52","71",7510340,19,"Nursing","1",5.5,6.5,6,7,4,2.8,6,3,5
"53","72",7510509,19,"Dietetics","1",6.5,6.5,1.5,4.5,4.5,3.2,4.5,3.166666667,3
"54","73",7510835,18,"Nursing","1",6,7,4,5.5,2,2.866666667,6,2.5,5
"55","74",7511106,20,"marketing","1",6,6.5,6,6,2.5,2.933333333,5,2.833333333,6
"56","75",7522086,18,"nursing","1",6,6.5,6.5,5,7,2.8,2,3.166666667,1
"57","76",7522273,18,"undecided","1",4,6.5,6,4.5,4,2.666666667,6,3,6
"58","77",7522428,18,"Nursing","1",6,7,4,7,3,3.533333333,3,3.666666667,5
"59","78",7530101,18,"Exercise Science","1",6,5,6,5.5,2.5,2.6,6,2.833333333,5
"60","79",7530224,18,"Nusring","1",6.5,6,6.5,4.5,3,2.533333333,3,2.833333333,5
"61","8",7381395,18,"Nursing","1",5,6,1,6.5,5.5,3.133333333,7,4,1
"62","80",7530306,19,"Business Management","2",6.5,6.5,5.5,5.5,4,2.733333333,6,2.166666667,7
"63","81",7538612,19,"Business Administration","2",6,7,4.5,4.5,1.5,3.2,6,3.5,7
"64","82",7538656,18,"nursing","1",5.5,6,7,4.5,3.5,2.666666667,6,2.166666667,5
"65","83",7543283,18,"Social Work","1",3.5,4,4,5.5,3.5,2.4,5,2.333333333,5
"66","84",7543398,19,"Finance","1",6,7,5.5,4.5,6,3,2,3.333333333,5
"67","85",7543488,19,"PUBLIC RELATIONS","1",4.5,6.5,4.5,6.5,4.5,3.6,3,3,2
"68","87",7543902,18,"Nursing","1",5,6.5,4.5,6.5,1.5,2.866666667,4,3.5,4
"69","88",7551853,26,"early childhood","1",6,5.5,5,6,3,3.133333333,6,3.5,6
"70","89",7551910,18,"psychology","2",4.5,4.5,4.5,4,4,2.266666667,5,2.833333333,5
"71","9",7381507,19,"Nursing","2",6,6,3,4.5,3,2.133333333,5.5,2.166666667,6
"72","90",7552032,18,"Nursing","1",5,7,6,7,1.5,2.8,4,2.333333333,2
"73","91",7556602,18,"Social Work","1",5.5,3.5,6,4.5,4,3.533333333,3.5,2.5,7
"74",NA,7375800,20,"Psychology","1",4.5,5,2,6.5,5,2.8,5.5,3.166666667,3
"75",NA,7384896,18,"Social Work","1",4,7,7,5,4,2.933333333,5,3,6
"76",NA,7404218,18,"Nursing","1",6,6,4,4,5,3.066666667,5,3.666666667,3
"77",NA,7543842,19,"Marketing and Graphic Design","1",6,6,2.5,4.5,2.5,2.733333333,5,2.666666667,6
"78",NA,7408123,18,"Social Work","1",7,3,4,6,5,2.866666667,5,3.333333333,4
"79",NA,7384974,27,"Nursing","1",6.5,7,3,7,2,3.4,7,3.666666667,6
"80",NA,7481081,18,"athletic training","1",6.5,4.5,5,5.5,2.5,3,6,3.833333333,6
"81",NA,7404018,18,"nursing","1",4,6,3,5.5,4,2.733333333,6,2.166666667,4
"82",NA,7408224,18,"Commercial Art","1",6,7,5.5,6,3.5,2.666666667,6,2.833333333,5
"83",NA,7481274,18,"Political Science & Public Relations","1",6,6.5,7,6,2.5,3,5.5,3.333333333,5
"84","1",7404455,19,"English","1",5,7,4.5,4.5,3.5,2.8,6,3.833333333,5
"85","10",7404845,18,"Nursing","1",5.5,6,6.5,4.5,2.5,2.466666667,5.5,3.166666667,5
"86","100",7598409,20,"Dietetics","1",6,6.5,2.5,5,1.5,3.333333333,6.5,3.833333333,6
"87","101",7598835,18,"Nursing","2",NA,NA,NA,NA,NA,2.466666667,5,NA,5
"88","102",7598774,19,"Business Management","1",4,5,4.5,4.5,4.5,2.666666667,5,2.833333333,4
"89","103",7598755,23,"Elementary/Special Ed.","1",6,4.5,4.5,5.5,5,2.733333333,2.5,3.833333333,2
"90","104",7599067,18,"undecided","2",6,6,3.5,3.5,4.5,2.333333333,3,3,4
"91","105",7599037,18,"Nursing","1",5,2.5,6,4.5,5.5,2.666666667,3,3,3
"92","106",7604387,18,"Business Management and Leadership","1",5,6,6,5,4.5,2.6,5,2.5,6
"93","107",7604485,19,"nursing","1",4,7,4,5.5,4,2.266666667,5.5,2.666666667,6
"94","108",7604375,19,"Psychology","1",7,6,6,6,3.5,3.266666667,7,3.333333333,7
"95","109",7604755,19,"nursing","1",6,5,4,4,3,2.6,4.5,3.166666667,5
"96","11",7404873,18,"Nursing","1",5.5,5.5,3,4,3,3,5.5,3.833333333,4
"97","110",7604690,18,"Nursing","2",6,5.5,2.5,5.5,2,2.733333333,6,2.333333333,6
"98","111",7604894,18,"Social Work","1",6,7,6,6.5,4,2.733333333,3,3,2
"99","112",7604772,19,"Electrical Engineering","2",6,6,4,3.5,4,3.066666667,6,3.666666667,5
"100","113",7605052,20,"CIS","2",4,2,6.5,3,3,2.733333333,7,NA,7
"101","114",7605044,20,"Biology","1",5,3.5,5,5.5,5,2.6,4,3,4
"102","115",7613349,18,"psychology","1",5,6,3.5,6,4,2.466666667,3,2.5,5
"103","116",7613352,18,"Biology","1",6,6.5,3,5.5,1.5,2.733333333,6,3.666666667,6
"104","117",7613332,18,"Sports communication and psychology","1",7,4,5,5.5,6.5,3.933333333,6,3.333333333,3
"105","118",7613503,19,"Public Relations","1",4.5,7,5,3.5,4,3.2,5.5,2.833333333,4
"106","119",7613694,19,"Business Management and Leadership with a concentration in HR","1",3.5,5.5,3,5,4.5,2.133333333,4,2.833333333,2
"107","12",7404938,18,"Biology","1",6.5,5,4.5,3,4,3.4,5,3.5,5
"108","121",7613819,19,"Mechanical Engineering","2",6.5,5.5,6.5,4,3,3.333333333,6,3.833333333,7
"109","13",7404931,18,"Nursing","1",6.5,7,6.5,7,3.5,2.8,7,3,6
"110","14",7404943,19,"nursing","1",5.5,6,5.5,3.5,3,2.6,6,2.5,5
"111","15",7407923,18,"Nursing","1",7,5,7,5.5,1,3,7,3.166666667,7
"112","16",7407902,19,"Health Science","1",4,7,2.5,6.5,4.5,2.733333333,6.5,2.5,5
"113","18",7408039,19,"finance","1",4.5,7,3,5,4.5,2.733333333,4,2.666666667,6
"114","19",7408043,18,"Undecided","1",4.5,6.5,3.5,4,3,3.333333333,5.5,3,1
"115","2",7404471,19,"Hospitality Leadership","1",6.5,6,4,5,5,2.733333333,4,3.666666667,5
"116","22",7408132,18,"Finance","2",5.5,4.5,4.5,5,3,2.4,5,3.166666667,5
"117","23",7408134,18,"Psychology","Agender",5.5,6,1.5,3,6,3,4,4,1
"118","24",7408206,18,"nursing","1",5,7,5,5,1,3.066666667,4,3.166666667,3
"119","25",7408225,19,"Mechanical Engineering","2",5,6,4.5,5.5,2,2.8,6,2.833333333,7
"120","26",7408196,18,"Undecided","1",5,6,5.5,6,2,3,6,3,2
"121","28",7408236,19,"undecided","1",6,5,4,5,2.5,2.4,6,2.333333333,5
"122","29",7408296,18,"Nursing","1",5,5.5,4.5,4,3,3,5.5,3.333333333,5
"123","3",7404492,19,"Civil Engineering","1",4.5,6,4,5.5,2.5,2.666666667,4.5,2.833333333,5
"124","30",7408275,18,"accounting","2",3.5,6,5,3.5,4,2.666666667,5,2.666666667,5
"125","31",7451820,18,"Nursing","1",6.5,6.5,6.5,5.5,2,2.8,7,2.333333333,5
"126","32",7451824,18,"Mechanical Engineering","2",6.5,4.5,5,2.5,1.5,3.266666667,6.5,3,4
"127","34",7451981,20,"Manufacturing Engineering Technology","1",4.5,3.5,5,6,3,2.8,4,2.666666667,5
"128","37",7452161,21,"Health Science","1",5.5,5.5,4,4.5,3,2.866666667,6,3.833333333,2
"129","38",7452235,18,"Advertising, Graphic Design, Spanish","1",7,7,6.5,5,2.5,3.066666667,6,3.666666667,6
"130","39",7452213,18,"Business Marketing","2",6.5,4.5,7,6,3,3,6.5,2.666666667,7
"131","40",7452323,20,"Health Science","1",5,6.5,3.5,5,2.5,2.6,5.5,4,4
"132","41",7452317,19,"Nursing","1",5,6.5,4,4.5,3,3.266666667,6,3.666666667,5
"133","42",7452371,19,"Hospitality Leadership","1",4.5,5.5,4,5,5.5,2.733333333,6,3,5
"134","43",7452456,19,"Hospitality and leadership","1",7,4,6,4.5,5,2.6,5.5,3.5,1
"135","44",7452505,18,"Undecided","1",6.5,6.5,2.5,4,4,2.666666667,4.5,3.333333333,5
"136","45",7452487,18,"Nursing","1",5,4.5,4.5,5.5,3,2.133333333,4,3,3
"137","46",7455165,18,"Nursing","1",4.5,5.5,5.5,6,6,2.2,2,3.166666667,6
"138","47",7455169,19,"Psychology","2",3.5,3,2.5,5.5,5.5,2.8,6,3.5,4
"139","48",7455127,21,"Health Science","1",6,4.5,3.5,6.5,3.5,2.666666667,6,3.5,3
"140","49",7455240,18,"nursing","1",4,6,3.5,5.5,2.5,2.933333333,5,2.666666667,2
"141","5",7404644,18,"Business Management and Leadership","1",5.5,6,5.5,4,5.5,3,3,2.333333333,6
"142","50",7455219,19,"Health Science","1",7,6.5,7,4.5,4,3,4,2.833333333,7
"143","51",7455304,18,"Communications","1",6.5,6.5,5.5,6,4.5,2.666666667,5.5,3,6
"144","52",7455310,18,"Nursing","1",6,6,6,4.5,3.5,2.866666667,4.5,1.666666667,6
"145","53",7455262,18,"Nursing","1",5.5,6.5,5,3,3.5,3.4,6,3.5,3
"146","54",7455369,21,"Religion","1",6.5,3.5,3.5,3.5,6.5,3.266666667,2.5,3.5,4
"147","55",7455387,18,"Finance","1",4,6,7,1.5,4,3.666666667,3,3.833333333,5
"148","56",7455375,18,"Nursing","1",7,7,4.5,6,2,3,6,3.333333333,6
"149","57",7455434,19,"undecided","1",5,6.5,4,4,1.5,2.333333333,6,2.333333333,6
"150","58",7455453,18,"undecided","1",6.5,5,5.5,6,3.5,2.6,4,3.5,3
"151","59",7455455,18,"Nursing","1",4,5,4.5,4,3,3.066666667,6,3.166666667,5
"152","6",7404626,18,"Sports Communication","1",4,6,4.5,5.5,3.5,2.733333333,6,2,5
"153","61",7499173,18,"Psychology, General","2",5.5,3.5,5,5,4.5,2.933333333,4.5,3.833333333,5
"154","63",7499344,18,"undecided","1",4.5,4,3.5,4.5,3,1.933333333,5.5,2.666666667,6
"155","64",7499355,19,"Biology","2",5,4,1.5,6,4,2.666666667,5,2.666666667,3
"156","65",7499538,18,"business management and leadership","2",5,4,3,4.5,5,2.666666667,4,3,1
"157","66",7499539,22,"Biology","1",5,6.5,4.5,4.5,2.5,2.866666667,6,3.666666667,6
"158","67",7501409,18,"Nursing","1",5,6.5,4.5,5.5,2.5,2.533333333,6,3.5,5
"159","68",7501446,20,"Animation and visual effects","1",6.5,3,4,4,3,3.066666667,3,3.166666667,3
"160","69",7502275,19,"Psychology","1",4,7,5.5,6.5,2.5,3.066666667,6,3.333333333,5
"161","7",7404778,18,"Health Science","1",3.5,6,2.5,6,4,2.866666667,6,3,6
"162","70",7502279,19,"Elementary Education","1",6.5,7,6.5,6.5,2.5,2.8,5,3.333333333,6
"163","71",7502257,18,"Entrepreneurship","2",6,6,6,3.5,3.5,3.333333333,5,4.166666667,6
"164","72",7502382,18,"Nursing","1",5,6,3.5,5.5,4.5,2.866666667,3,3.166666667,1
"165","73",7502383,18,"Nusring","1",6.5,6,4,5.5,3,2.933333333,5,3.5,6
"166","74",7502514,21,"Dietetics","2",6.5,6,2,4.5,3.5,2.6,6,3.166666667,5
"167","75",7549928,18,"Marketing","1",4,4.5,4,6,6,2.266666667,4,2.5,4
"168","76",7549919,19,"English","1",4.5,6,4.5,4.5,4,2.533333333,6,2.833333333,5
"169","77",7549925,21,"Accounting","2",5.5,4.5,4.5,4,5,3.266666667,4.5,3,5
"170","78",7550042,18,"sports communication","1",5,5.5,3,5,5,2.866666667,3.5,3,4
"171","79",7550041,18,"physics","2",5.5,7,4,5.5,3,3.133333333,6.5,3.333333333,7
"172","8",7404789,18,"Computer Science","2",5.5,5.5,3,6,1.5,3.4,5.5,3.5,3
"173","80",7550086,19,"M E","3",6.5,5,6.5,5.5,1.5,3.066666667,6,3.666666667,5
"174","81",7550141,18,"Undecided","1",6,3.5,3.5,4.5,5,2.333333333,4,3.833333333,3
"175","82",7550153,18,"Psychology","1",7,7,4.5,6,4.5,3,5,4,3
"176","83",7550157,18,"Nursing","1",6,7,4.5,4,4,3.2,6,3,7
"177","84",7550189,19,"Business","1",3.5,4,4,7,1,1.6,5.5,1.666666667,2
"178","85",7552338,19,"Computer Information Systems","1",6,6.5,5,5.5,2,3.333333333,6,4.166666667,2
"179","86",7552296,21,"Psychology","1",5,4.5,3,4.5,4.5,2.933333333,5.5,2.833333333,2
"180","87",7552432,19,"retail merchandising","1",7,5,6,5,6,2.6,6,3.333333333,3
"181","88",7552429,18,"Television Arts","1",6,5.5,4.5,4,2.5,2.466666667,5.5,3.166666667,5
"182","89",7552445,20,"Accounting","1",7,6,3.5,4,1,2.933333333,6,3.666666667,7
"183","9",7404824,18,"Mechanical Engineering","2",7,4,5,2.5,1,3.266666667,5,3.166666667,4
"184","90",7552377,18,"Nursing","1",1.5,6,1,5.5,7,1.866666667,1,1.666666667,1
"185","91",7552515,20,"Undecided","2",4,4.5,1.5,3.5,5.5,3.2,5.5,3.833333333,6
"186","92",7552518,19,"Management Information Systems","1",5.5,6.5,3,4,4,3.066666667,5.5,3,5
"187","93",7552555,19,"Health Science","1",6.5,6,6,1.5,2,3.133333333,6,2.333333333,6
"188","94",7552580,21,"chemistry preprofessional (pre-pharmacy)","1",6.5,6.5,3,4,2.5,3.266666667,5,4.166666667,5
"189","97",7597722,20,"Retail Merchandising","1",5.5,6.5,3,6,2.5,2.133333333,5.5,3.333333333,3
"190","98",7598062,20,"community wellness","1",4,4.5,5.5,5,3,2.933333333,5,2.5,6
"191","99",7598107,18,"Psychology","1",4.5,4.5,6,4,2,1.933333333,6.5,2.333333333,6
"192",NA,7499191,19,"Undecided-AEP","1",4,7,4,5.5,3.5,2.866666667,5.5,2,4
"193",NA,7407886,19,"Mechanical Engineer","2",4.5,5,5.5,4.5,4.5,2.6,3.5,3.166666667,3
"194",NA,7408078,18,"Nursing","1",5,5,5,6.5,2,2.533333333,4.5,3.5,5
"195",NA,7613575,20,"Health Science, Religious Studies","1",6,6,4.5,6.5,3.5,3.466666667,5,NA,6
"196",NA,7404620,19,"Health Science/ Physical Therapy","1",4,7,4,6,5,2.6,6,2.833333333,3
"197",NA,7452028,18,"Psychology","1",6.5,6,6.5,5,5.5,3.133333333,3.5,3.5,5
"198",NA,7451822,18,"Nursing","1",4.5,4,2.5,4.5,2,2.2,6,2.5,3
"199",NA,7452023,18,"Health Science","2",6.5,7,4,6,1,2.8,6,3,7
"200","1",7404663,18,"Bcom - marketing w/ co op","1",4,5,4.5,3.5,5.5,3.4,4,3.166666667,4
"201","10",7409989,24,"BAHon.","1",4.5,4,3.5,3.5,5.5,3.066666667,5,2.666666667,1
"202","11",7410104,21,"Biology","2",6,7,3,5,1.5,2.533333333,4,3,1
"203","12",7412693,32,"Business","2",5.5,7,2.5,3,1,3,5,3.5,7
"204","13",7413069,18,"Criminology","1",5.5,5,3.5,5.5,4.5,3,5.5,4,3
"205","14",7414803,17,"Neuroscience","1",5.5,2.5,3,3,6.5,2.866666667,3.5,2.833333333,2
"206","16",7414970,25,"Cognitive Science","1",4,7,3,4.5,6,3.466666667,4,3.5,2
"207","17",7428111,18,"Criminology & Criminal Justice","1",4.5,5.5,5.5,5,5,2.933333333,4.5,3.5,2
"208","18",7431183,20,"IT","2",4.5,4,3.5,3.5,3.5,3,4,2.833333333,5
"209","19",7434999,18,"neuroscience & mental health","1",4,5.5,6.5,3.5,5,2.8,4.5,2.5,4
"210","2",7404838,19,"Linguistics","2",7,4,4.5,4.5,2.5,3.4,7,4.666666667,6
"211","20",7437585,16,"Computer science","1",3.5,7,4.5,6,3.5,3.6,6.5,3.666666667,7
"212","21",7446957,18,"Criminology and Criminal Justice","1",6.5,6,1,3.5,4,2.933333333,5.5,3.833333333,5
"213","22",7451128,18,"Journalism","1",6.5,7,3,7,2.5,3,4.5,3.5,3
"214","23",7452756,18,"Biology, minor in chemistry","1",6,6.5,6,5.5,3,2.933333333,4,3.666666667,6
"215","25",7470237,18,"Biology","1",4.5,5,6,3.5,2.5,2.733333333,6,3,5
"216","26",7470200,17,"Biology (BA)","1",7,4.5,5,5,6,3.333333333,6,2.333333333,7
"217","27",7474545,19,"History","2",6,4.5,2.5,3.5,4.5,3.133333333,5,3.833333333,3
"218","29",7483405,24,"Psychology","2",5.5,4,7,5.5,4,2.733333333,3.5,3,2
"219","3",7404968,26,"Psychology","1",3.5,6.5,2,3.5,5,2.333333333,3,2.833333333,2
"220","30",7487628,19,"cognitive science","1",4.5,5.5,4.5,5,5.5,2.866666667,4,2.333333333,3
"221","31",7539441,19,"Philosophy","2",6,6.5,5.5,5,3,3,6,4.166666667,6
"222","32",7550010,19,"Criminology and criminal justice","1",5,7,1,7,3.5,2.266666667,4,2.5,2
"223","33",7552479,18,"English BA","1",6.5,3.5,6.5,5.5,4,3.266666667,6,2.833333333,5
"224","34",7578247,19,"Child Studies","1",6,3.5,5,6,5.5,2.666666667,3,3.5,6
"225","35",7578508,18,"communication studies","1",5.5,5,5,3.5,4,2.933333333,4,3.333333333,5
"226","36",7580307,19,"Neuroscience and Mental Health","2",5.5,4.5,2,5.5,5,3.466666667,2.5,4.333333333,2
"227","37",7580327,20,"Business","1",4,2.5,3.5,4.5,6,2.266666667,4.5,2.333333333,3
"228","38",7602936,22,"Accounting","1",6,7,3.5,7,1.5,3.4,6,3,7
"229","39",7608844,20,"Computer Science","1",6.5,5.5,3,4.5,4.5,3.133333333,7,3.666666667,6
"230","40",7609355,21,"Political Science: international relations","1",3.5,6,4,5.5,4.5,2.866666667,4,3.166666667,5
"231","41",7624260,22,"biology","1",6,4,2,5.5,4.5,2.666666667,6.5,3,3
"232","42",7624350,20,"Criminology","2",5,6.5,1.5,6,1.5,2.8,6,3.5,5
"233","44",7624691,18,"Computer Science","2",5,2.5,4.5,6,4,3.066666667,5.5,2.833333333,5
"234","45",7625507,27,"Neuroscience & mental health","1",6,6,1.5,7,4.5,3.666666667,5,4.5,3
"235","46",7625780,19,"Undeclared Major","2",5.5,3.5,3.5,6.5,4.5,3.4,3.5,3.666666667,3
"236","6",7406991,18,"Criminal Justice and Criminology","1",5,6.5,7,4,3,2.466666667,6.5,2.5,6
"237","7",7407430,18,"Neuroscience and Mental Health","1",7,5,5,5.5,4.5,3.2,5,4,3
"238","8",7409617,17,"Commerce","2",2,5,1.5,3.5,4,2.533333333,4,2,5
"239","9",7409728,17,"English","1",6,6,6.5,5,5.5,3,5.5,3.333333333,6
"240",NA,7459564,20,"communications","1",7,6,4,6.5,1.5,3.133333333,7,3.666666667,6
"241",NA,7406697,29,"psychology","1",6,5.5,4.5,6.5,2,3.333333333,6,2.666666667,5
"242","10",7428114,18,"Exploratory","1",6.5,6,6,6,2,3.533333333,6,3.833333333,7
"243","101",7563058,19,"Applied Psychology and IMC","2",6.5,5,7,4.5,1.5,3.533333333,4.5,4,6
"244","102",7563056,18,"Computer Science","2",6,4,3,5,5,3.666666667,5.5,3.833333333,5
"245","103",7567737,18,"Physical Therapy","1",6.5,7,6.5,7,1.5,3.2,6.5,3.5,6
"246","106",7570383,18,"OT","1",6,6.5,5.5,5.5,1,3.133333333,6,3.666666667,6
"247","107",7572644,19,"Cinema & Photography","1",6,7,5.5,6,1.5,2.666666667,6,3.666666667,5
"248","109",7572895,19,"Film and Photography Visual Arts",NA,6.5,3.5,6,3.5,4,2.866666667,4.5,3.5,4
"249","111",7597254,19,"Occupational Therapy","1",5,6.5,5,3.5,4,2.866666667,3.5,4,4
"250","112",7597251,18,"Business Administration","2",4.5,7,4,4,2,2.666666667,6,2.833333333,6
"251","113",7603012,19,"Applied Psychology","1",4.5,5.5,6,6.5,3.5,3.133333333,6,3.833333333,7
"252","115",7604009,21,"Sports Studies","2",6,4.5,5,5,4.5,2.733333333,5.5,2.833333333,5
"253","118",7608008,21,"Biology","1",6,6.5,6,6.5,2,3.333333333,4,3.833333333,5
"254","119",7612148,21,"Physical Therapy","2",6.5,7,5.5,4,3,3.266666667,6,3.833333333,6
"255","12",7428643,18,"physical therapy","1",5,4,6,4,2.5,3.066666667,4,2.666666667,5
"256","121",7612813,20,"Cinema and Photograpghy","2",6,3.5,2,6,4,2.333333333,6,2.166666667,5
"257","123",7624548,18,"Psychology","1",5,5.5,2,4.5,4.5,2.733333333,4.5,2.5,3
"258","128",7631394,19,"Biology","2",6.5,3.5,5.5,4,3.5,3.066666667,6,2.166666667,5
"259","129",7635879,19,"Psyhology","1",5,5,3.5,5,3.5,2.933333333,4,3,5
"260","13",7434910,18,"CMD","1",6,4.5,4,5.5,4.5,2.666666667,4,2.5,3
"261","131",7641260,21,"Business Administration","2",5.5,7,4,5.5,2,2.933333333,6,3.666666667,6
"262","132",7641263,18,"Speech Pathology","1",4.5,5,4,6.5,5.5,2.6,5,3.166666667,3
"263","14",7434913,21,"Psychology","1",6,7,6.5,6,6.5,2.2,5,NA,3
"264","16",7437457,21,"psychology","1",4.5,4.5,4,4.5,6,1.933333333,4,2.5,6
"265","17",7438050,18,"Occupational Therapy","1",7,6.5,5,6.5,3,3.266666667,4.5,2.833333333,3
"266","18",7438052,18,"Clinical Health Studies/PT","1",4.5,6.5,2,4.5,5,2.533333333,4,2.666666667,1
"267","20",7440534,18,"Exploratory","1",5,7,5.5,5.5,2.5,2.933333333,4.5,3,5
"268","21",7444045,18,"Psychology","1",4,6.5,6,5,4,2.733333333,7,3,3
"269","22",7444050,18,"Psychology","1",6.5,6,4.5,5,4,2.733333333,1,3.333333333,5
"270","23",7444524,20,"Physics","2",3.5,7,1.5,4,1,3.533333333,4,4.666666667,6
"271","25",7451583,18,"Exploratory","1",4.5,4,3,4.5,2.5,2.333333333,1,3.166666667,5
"272","26",7451584,18,"Physical Therapy","1",3,4.5,6.5,4.5,2.5,2.733333333,4,2.833333333,7
"273","28",7454876,18,"Public Health","1",4.5,6,3,6,5,3,5.5,2.333333333,5
"274","29",7457204,18,"Television/Radio","2",4,6,5,4,4,2.266666667,6,2.333333333,2
"275","30",7457181,18,"Speech Pathology","1",7,2.5,3,6.5,5,3,5,3.166666667,4
"276","31",7459846,18,"Acting","1",6,6.5,6,4.5,6.5,3,5,3.333333333,2
"277","32",7459845,18,"Therapeutic Recreation","1",5.5,6,3.5,7,4.5,2.8,4,3.5,3
"278","33",7460252,18,"Speech Pathology","1",5.5,6.5,1.5,2.5,2.5,2.933333333,3.5,3,3
"279","35",7467059,18,NA,"1",5,6.5,5.5,6,1.5,3.4,4,3.833333333,7
"280","36",7467056,20,"Applied Psychology","1",7,4,4.5,5,4,2.6,5,3.333333333,2
